doc_id,doc_title_ger,doc_title_eng
1206820284,50 Jahre Rechenzentrum der Humboldt-Universität zu Berlin,50 Years of Berlin's Humboldt University Computing Center
1206864311,Was sind die Indikationen für Rescue-Verfahren? Rheumatische Systemerkrankungen auf der Intensivstation,Indications for rescue procedures include rheumatic systemic diseases on the intensive care unit.
1206864915,Das @Geschlecht als Baustein von Identitätskonstruktionen in Fußball-Fanszenen – weibliche Fußballfans als Abweichung in einem männlichen Raum?,The @Gender as a building block of identity constructions in football fan scenes – female football fans as deviation in a male space?
1206877766,Therapieerfolg oraler Thyreostatika bei hyperthyreoten Katzen,Therapeutic success of oral thyrostatics in hyperthyroid cats
1206987286,"Der @Spitzensport der Moderne Sportarten, Ligen, Sportareale, Saisons und körperliche Höchstleistungen","The peak of modern sports, leagues, sports areas, seasons, and physical top performances."
1207146757,Einige psychoanalytische Aspekte der Scham,Some psychoanalytic aspects of shame
1207152552,„TikTok“ Zeitablauf für die Inhaltskontrolle made in China?,"""TikTok"" timeline for content control made in China?"
1207152633,"Wie die EU ihre Souveränität, ihre Werte und Flüchtlinge schützen kann","How the EU can protect its sovereignty, its values, and refugees"
1207161756,Margery Kempe: Zum Potenzial einer Verspäteten,Margery Kempe: On the Potential of a Delayed
1207187755,Entschuldigung – Sie haben da ein totes Tier im Essen,I'm sorry – you have a dead animal in the food
1207187771,Geschmacksdifferenzen – Kochen als künstlerische Praxis bei Rirkrit Tiravanija,Taste differences – Cooking as an artistic practice by Rirkrit Tiravanija
1207187801,Das @Gegenteil von Appetit – Ekel als ästhetische Erfahrung,The Antithesis of Appetite: Disgust as Aesthetic Experience
1207213853,Wirtschaftliches Handeln zwischen Verantwortung und Wettbewerb,Economic action between responsibility and competition
1207236926,Kratylos,Crayylos
1207319503,Magneto-optische Untersuchungen der elektrischen Transporteigenschaften von Graphen und Graphit durch sub-Terahertz-Spektroskopie,Magneto-optic investigations of the electrical transport properties of graphene and graphite using sub-terahertz spectroscopy.
1207320692,"Thüringer Beratungs- und Management-System ""Caudophagie"" (Pilotprojekt) : Projekt-Nr. 95.16, 2015 LFE 0020 : Abschlussbericht","Thuringian Advisory and Management System ""Caudophagie"" (Pilot Project) : Project No. 95.16, 2015 LFE 0020 : Final Report"
1207373192,Das @Rätsel der Sphinx — Mechanismen der zellulären Sphingolipidhomöostase,The Riddle of the Sphinx — Mechanisms of Cellular Sphingolipid Homostasis
1207392995,Elektronenmikroskopische Untersuchung und Optimierung der strukturellen und nanochemischen Eigenschaften von Al/AlOx/Al-Schichtsystemen,Electron microscopy study and optimization of structural and nanochemical properties of Al/AlO_x/Al layer systems
1207444723,Potenziale synthetischer Kraftstoffe,Potentials of synthetic fuels
120744572X,Ein @Multiple-Choice-Test zum konzeptuellen Verständnis der Kraftwirkung auf Ladungsträger in statischen elektrischen und magnetischen Feldern,A multiple-choice test on the conceptual understanding of the force action on charge carriers in static electrical and magnetic fields
1207480487,Robert Pippin: Hegel’s Realm of Shadows. Logic as Metaphysics in 'The Science of Logic',Robert Pippin: Hegel’s Realm of Shadows. Logic as Metaphysics in 'The Science of Logic'
1207536296,"Lernen Sie, miteinander zu leben, nicht gegeneinander Reden zur Demokratie","Learn to live together, not against each other. A contribution to democracy."
120753658X,Der @Philosophenweg in Kyoto Eine Entdeckungsreise durch die japanische Ästhetik,The @Philosophenweg in Kyoto: A Journey Through Japanese Aesthetics
1207542482,Museen in Zeiten von Corona: Wie Kultureinrichtungen der Krise trotzen,Museums in Times of Corona: How Cultural Institutions Face the Crisis
1207542938,Die @Konstitution von Bürgerrollen in organisierten Beteiligungsverfahren zur Nanotechnologieentwicklung$dein Ländervergleich,The constitution of citizen roles in organized participation processes for nanotechnology development.
120757452X,Anatomische Prothesen bei primärer Omarthrose,Anatomical prostheses for primary osteoarthritis
1207616516,Industrielle Kerne in Ostdeutschland und ihre Interaktion mit dem regionalen Umfeld – vier Fallbeispiele,Industrial cores in East Germany and their interaction with the regional environment – four case studies
1207619671,Die @Bedeutung der Coachingkultur wird massiv unterschätzt,The significance of coaching culture is greatly underestimated
1207682136,Idiopathische Lungenfibrose,Idiopathic Pulmonary Fibrosis
1207720879,Infiziertes natives Kniegelenk Diagnostik und Behandlungsregime,Infectious native knee joint diagnosis and treatment regime
120774445X,Dekorative Beschichtungen im Wandel,Decorative Coatings in Transition
1207755575,Karl Kardinal Lehmann zum Gedenken,Karl Cardinal Lehmann in Remembrance
1207830941,Please Mind the Gap: Eine kulturanthropologische Policy-Analyse der Regierung von Klima_flucht,Please Mind the Gap: A cultural anthropological policy analysis of the government's climate_flucht
1207831719,Deliberative Innovationen in Japan angesichts demokratischer Herausforderungen,Deliberative innovations in Japan in the face of democratic challenges
1207922285,Anhang I für den Studienanteil Biologie im Studiengang Lehramt an Haupt- und Realschulen (L2) und im Studiengang Lehramt an Förderschulen (L5) vom 16. Juli 2018 zur Studien- und Prüfungsordnung Lehramt der Johann Wolfgang Goethe-Universität Frankfurt am Main vom 18. Juli 2016 (SPoL) Hier: Änderung vom 21. Oktober 2019 ; Genehmigt vom Präsidium am 18. Februar 2020 genehmigt durch die Hessische Lehrkräfteakademie im Auftrag des Hessischen Kultusministeriums am 3. Februar 2020,"Annex I for the study share in Biology for the degree programs in Teacher Training for Secondary Schools (L2) and Special Needs Education (L5) from 16 July 2018 to the Study and Examination Regulations for Teacher Training of the Johann Wolfgang Goethe University in Frankfurt am Main (SPoL) of 18 July 2016; amendment of 21 October 2019; approved by the Presidium on 18 February 2020, approved by the Hessian Teachers' Academy on behalf of the Hessian Ministry of Culture and Education on 3 February"
1207996882,Close the Gap: Videoanalyse als Brücke zwischen universitärer Lehrer*innenbildung und schulischer Unterrichtswirklichkeit im Didaktikfach Musik. Entwicklung eines heuristischen Modells,Closing the Gap: Video Analysis as a Bridge between University Teacher Education and School Practice in the Didactic Field of Music. Development of a Heuristic Model
1207996955,Zur Koordination von Unterrichtsfaktoren in der Wahrnehmung von Unterricht. Eine empirische Modellprüfung,Coordination of teaching factors in the perception of teaching. An empirical model test
1207997447,Die @Psychodynamik der Suizidalität,The psychodynamics of suicidal behavior
1208033107,Leibhafte Lebenskunst - Selbstkultivierung im Taijiquan,Vibrant Art of Living - Self-Cultivation in Taijiquan
1208077961,Funktionelle Analyse von CAP bei der Herzlumenbildung von Drosophila melanogaster,Functional analysis of CAP in heart lumen formation in Drosophila melanogaster
1208141961,Liederkunde zum Evangelischen Gesangbuch. Heft 26,Liederkunde zum Evangelischen Gesangbuch. Heft 26 (Liedernachweis zum Evangelischen Gesangbuch. Heft 26)
1208147838,Die @Aufnahme „modernistischer“ Anliegen bei Karl Rahner (1904-1984) im Gewand der Schultheologie,"The adoption of ""modernist"" concerns in Karl Rahner (1904-1984) in the guise of the school theology"
1208158317,Zur Psychologie der Erderwärmung,Psychology of Global Warming
1208159313,Verhaltensdispositionen II – Die psychosoziale Perspektive,Behavioral Dispositions II – The Psychosocial Perspective
1208163299,Chirurgisches Vorgehen bei einem Vaginalfaltenvorfall in der Läufigkeit bei einer Deutschen Dogge,Surgical approach in a doge for vaginal prolapse in Germany
1208163639,Therapie der kaninen Parvovirose – Übersicht und aktuelle Erkenntnisse,Canine Parvovirus Therapy – Overview and Current Findings
1208163981,Praktische Erfahrungen zur Behandlung einer mandibulären Osteomyelitis („lumpy jaw“) mit Gamithromycin bei einem Muntjak,Practical experience in treating a mandibular osteomyelitis (lumpy jaw) with gamithromycin in a muntjac
1208164112,Giardieninfektion – 3 homöopathisch arbeitende Tierärztinnen kommen zu Wort,Veterinary doctors – 3 homeopathically working veterinarians come to speak
1208164201,Effektivität von Imepitoin bei Geräuschangst des Hundes,The effectiveness of Imepitoin in the treatment of canine noise phobia
1208164309,Fremdkörperverdacht im Magen-Darm-Trakt: Was ist zu tun?,Suspicion of foreign body in the digestive tract: What to do?
1208211870,Der @Deutsche Bundestag ist noch rechtzeitig aufgewacht,The German Bundestag woke up just in time
1208310763,Weg der Vollkommenheit Endfassung (Kodex von Valladolid),Path to Perfection (Codex of Valladolid)
1208323237,Besteht ein neonatales Risiko bei Apgar-Werten zwischen 7 und 9?,Is there a neonatal risk with Apgar scores between 7 and 9?
1208393146,Gedanken zur Ontologie,Thoughts on the Ontology
120850763X,Ernährungsperiodisierung im Sport,Nutrition Periodization in Sport
1208512315,Gesundheit beginnt im Darm Ein Blick auf das unterschätzte Organ,Health begins in the gut A look at the underestimated organ
1208520512,Praxisrecht – Deutliche Entschärfung der Wirtschaftlichkeits- und Abrechnungsprüfung: „GKV-Spitzenverband frönt seiner überbordenden Kontrollitis-Manie“,"Health Law – Clear Reduction of Economic Efficiency and Billing Review: ""The GKV-Spitzenverband is fighting its overbearing control obsession"""
120860922X,Der @Zorn des Jair Bolsonaro: Brasiliens Rückfall aus der Zukunft,Bolsonaro's Anger: Brazil's Regression into the Past
1208633260,Brake-by-Wire - Von der Formel E in die Vorentwicklung,Brake-by-Wire - From Formula E to Pre-Development
1208657267,Prophetinnen in Phrygien Frühes Christentum: Die Bewegung des Montanismus,Prophetesses in Phrygia: The Montanist Movement
1208691260,Die @Wertung der weltlich-staatlichen Ordnung durch die Reformatoren des späten Mittelalters und der frühen Neuzeit*,@ The Evaluation of the Secular State Order by the Reformers of the Late Middle Ages and the Early Modern Period
1208764527,Akustischer Kohärenzverlust in offenen Windkanälen aufgrund der turbulenten Scherschicht,Acoustic coherence loss in open wind channels due to the turbulent shear layer
120891541X,Auf der Suche nach der europäischen Solidarität in der Corona-Krise,In search of European solidarity in the Corona crisis
1208937006,Zur Situation am Rohölmarkt,The situation on the crude oil market
120893788X,"Chinesische Kunstmusik der 1980er Jahre Aushandlung, Transformation und Transzendenz von „Eigenem und Fremdem“","Chinese art music of the 1980s Negotiation, Transformation, and Transcendence of the ""Own"" and the ""Foreign"""
1209048876,COVID 19 - Stop the Hurricane (15./19.04.2020),COVID 19 - Stop the Hurricane (15./19.04.2020)
1209056216,Der @ehrbare digitale Kaufmann,The @honorable digital merchant
1209058251,"Kleingeldhelden auf dem Weg zum großen Vermögen Anlegen in Aktien, Fonds & ETFs","Small Coin Heroes on the Way to Great Wealth Investing in Stocks, Funds & ETFs"
1209058553,Traumjob für Dummies,Dream job for Dummies
1209067331,Kritische Metaphysik oder Analytische Hermeneutik? Über die Lesbarkeit der Dinge und die apriorischen Voraussetzungen der Bezugnahme,Critical Metaphysics or Analytical Hermeneutics? On the Readability of Things and the Apriorical Conditions of Reference
1209157446,Kunstlabore: Für mehr Kunst in Schulen! Ein Ratgeber zur Qualität künstlerischer Arbeit in Schulen,Art Labs: For More Art in Schools! A Guide to the Quality of Artistic Work in Schools
1209159759,Rechtskonstruktion und adeliger Herrschaftsanspruch im Königreich Jerusalem die Erfindung Jerusalems durch Recht,Legal construction and noble right of claim to power in the Kingdom of Jerusalem; the invention of Jerusalem by law
1209174944,Der @Stellenwert des multifokalen Elektroretinogramms und der Mikroperimetrie in der Rezidiverkennungdes diabetischen Makulaödems unter der intravitrealen Behandlung mit Ranibizumab,The role of multifocal electroretinography and microperimetry in the detection of recurrences in diabetic macular edema under intravitreal treatment with ranibizumab
1209257122,Die @Präzisierung des Inflationsziels - ein Ausweg aus der Niedrigzinspolitik?,The clarification of the inflation target - a way out of the low interest rate policy?
1209257254,Ökonomische Effekte ausländischer Unternehmen in Deutschland,Economic effects of foreign companies in Germany
1209267365,7er Rugby in der Schule: Ein Konzept Berührungen und Begegnungen zu ermöglichen. Eine qualitative Studie zur Thematisierung von Körperkontakt im Sekundarbereich 1.,"""Sevens Rugby in School: A Concept for Facilitating Touch and Interaction. A Qualitative Study on the Theme of Body Contact inSecondary Education 1."""
1209268558,Proteolytische Keramikkapillaren für die präparative Produktion von bioaktiven Peptiden,Proteolytic ceramic capillaries for the preparative production of bioactive peptides
1209271036,Afrika ausstellen. Expositorische Erzählungen in Deutschland und Südafrika,Exhibiting Africa: Exhibitionary Narratives in Germany and South Africa
1209332620,Fachdidaktisches Wissen von angehenden Sportlehrkräften messen,Measuring the subject-specific knowledge of prospective sports teachers
1209358735,Spontan emittierte Fluktuationen in unmagnetisierten Plasmen und der Ursprung kosmischer Magnetfelder,Spontaneous fluctuations in unmagnetized plasmas and the origin of cosmic magnetic fields
120943377X,Zwei Arten von Selbstbindungen,Two types of self-binding
1209472783,Retrospektive Analysen zu klinischen und labordiagnostischen Befunden sowie zum Behandlungserfolg und prognostisch relevanten Faktoren bei Rindern mit Dünndarmanschoppung mit koaguliertem Blut,"Retrospective analyses of clinical and laboratory findings, treatment outcomes, and prognosis-related factors in cows with thin-walled arteries with coagulated blood"
1209472880,E-Learning an der Tierärztlichen Fakultät der LMU München mit Erprobung von Handwritten Tutorials (Whiteboard Animation) im Themengebiet der Immunologie,E-learning at the Veterinary Faculty of LMU Munich with the testing of handwritten tutorials (whiteboard animation) in the field of immunology
1209472945,Vergleich von deutschen und neuseeländischen Milchproduktionssystemen mit dem Schwerpunkt Tiergesundheit,Comparison of German and New Zealand milk production systems with a focus on animal health
1209474573,Grundlagen der Kunstvermittlung und des Bildverstehens,Foundations of Art Communication and Image Interpretation
1209474611,Ästhetisches Verhalten im Kindes- und Jugendalter,Aesthetic behavior in childhood and adolescence
1209490692,Eine @frühe Grundlegung von Struktur und Objektbeziehung in der Psychoanalyse Die Bedeutung W.R.D. Fairbairns für zeitgenössisches psychodynamisches Arbeiten,An Early Foundation of Structure and Object Relationship in Psychoanalysis: The Significance of W.R.D. Fairbairn for Contemporary Psychodynamic Work
1209520915,Schlaf-Wach-Rhythmusstörungen bei demenziellen Erkrankungen,Sleep-wake rhythm disorders in dementia
1209649691,Der @Reichs-Strafprozeß,The Reich Criminal Trial
1209667436,Verschäumen von Heißschmelzklebstoffen,Foaming of hot-melt adhesives
1209667517,Implementierung und Umsetzung der DIN 2304 in der Automobilindustrie,Implementation and application of DIN 2304 in the automotive industry
1209671085,Rationalitätsforderungen als konstitutive Normen,Rationality requirements as constitutive norms
1209673932,Selektive Hydrierung von Propin an palladiumbasierten SCILL-Katalysatoren,Selective hydrogenation of propyne using palladium-based SCILL catalysts
1209676222,Effekte von Arbeitsbedingungen auf das psychische Befinden von Beschäftigten,Effects of working conditions on the psychological well-being of employees
1209795043,"Markenbotschafter - Erfolg mit Corporate Influencern Überblick, Strategie, Praxis, Tools","Brand Ambassadors - Success with Corporate Influencers: Overview, Strategy, Practice, Tools"
1209833239,Kenia: Ernährungssicherheit durch verbesserte landwirtschaftliche Produktivität in West Kenia Projektevaluierung: Kurzbericht,Kenya: Food Security through Improved Agricultural Productivity in Western Kenya Project Evaluation: Short Report
1209840391,"Wirtschaftliche Bewertung von KI in der Praxis – Status Quo, methodische Ansätze und Handlungsempfehlungen","Economic evaluation of AI in practice – Current status, methodological approaches and recommendations for action"
1209844478,Microsoft Dynamics 365 Business Central Das Anwenderbuch zur Abwicklung von Geschäftsprozessen,Microsoft Dynamics 365 Business Central User Guide for Business Process Management
1209873982,Selig sind die Trauernden Trauer in der Seelsorge,Blessed are the mourners in the pastoral care
1209887398,Medienkompetenz als unbekannte Praxis. Ethnographische Perspektiven auf Digital Natives,Media literacy as an unknown practice. Ethnographic perspectives on digital natives
1210028476,Über Grenzen gehen,Crossing Borders
1210038463,Morbus Addison beim Hund – Eine aktuelle Übersicht,Addison's disease in dogs – A current overview
1210046199,Das @Arbeitsgedächtnis – eine Bestandsaufnahme,The @Working Memory – a situation analysis
1210110776,RNA-Live-Imaging in Mikroorganismen,RNA Live Imaging in Microorganisms
121015689X,Der @VLBAI-Teststand Ein Fallturm für Atome,The @VLBAI-Teststand A Fallturm for Atoms
1210157128,Ultragenaue Taktgeber Optische Uhren in der Anwendung,Subnanosecond precise clock generators for optical clocks in application
1210157241,QUANOMET Eine Forschungslinie der strategischen Allianz Braunschweig - Hannover,QUANOMET A research line of the strategic alliance of Braunschweig - Hannover
1210160579,Landschaftspflegerische Maßnahmen auf degradiertem Hochmoor und ihre Auswirkungen auf den Stickstoffhaushalt hinsichtlich atmosphärischer N-Einträge und N-Entzugs.,Landscape management measures on degraded bogs and their effects on the nitrogen cycle concerning atmospheric nitrogen inputs and nitrogen removal.
1210243199,Pflanzen? Wen interessiert’s? Des Plantes? Je m’en fiche!,Plants? Who cares? The plants? I don’t give a damn!
1210245132,Kooperation zwischen Lehrpersonen und Fachpersonen für Schulische Heilpädagogik. Herausforderungen und Lernsettings in Aus- und Weiterbildung Cooperation between regular teachers and special education teachers. Challenges and learning settings in teacher education and professional development,Cooperation between regular teachers and special education teachers. Challenges and learning settings in teacher education and professional development.
1210245752,Bewegungen: Viele Gemeinsamkeiten und noch mehr Unterschiede,Movements: Many similarities and even more differences
1210246465,"Auf den Lernspuren eines europäischen Lernwerkstätten-Treffens. Hintergründe, konzeptionelle Überlegungen, Grenzen, Irritationen","On the learning trails of a European learning workshop meeting. Backgrounds, conceptual considerations, boundaries, irritations"
1210264242,Dummheit und Witz bei Kant,Stupidity and Wit in Kant
1210328518,Medikamentöse Kontrolle kardiovaskulärer Risikofaktoren bei HIV-Patienten unter ART Therapie,Drug control of cardiovascular risk factors in HIV patients under ART therapy
1210333546,Einfach schreiben So bringen Sie Ihre Texte auf den Punkt,Simply Write: How to get to the point with your texts
1210347148,Joni Mitchell - Ein Porträt,Joni Mitchell - A Portrait
121042357X,Vom Weihegefäß zur Drohne : Kulturen des Heroischen und ihre Objekte,From the Holy Vessel to the Drone: Cultures of the Heroic and Their Objects
1210424029,Meister Eckhart auf der Wartburg : Fundbericht anlässlich der Wiederentdeckung einer frühen Eckhart-Handschrift aus dem Prämonstratenserinnenstift Altenberg im Bestand der Wartburg-Stiftung,Master Eckhart on the Wartburg: Report on the occasion of the rediscovery of an early Eckhart manuscript from the Premonstratensian nuns' monastery of Altenberg in the Wartburg Foundation's collection
1210424142,"Lorbeer, Vlies und Feuerstahl : Antikenrezeption als Herrscherheroisierung – die Bildpolitik der Herzöge von Burgund","Lorbeer, Vlies und Feuerstahl: Antikenrezeption als Herrscherheroisierung – Die Bildpolitik der Herzoge von Burgund"
1210425599,"Aus dem ""Dorfe"" in den ""Stürmischen Morgen"": zu zwei Liedern aus Wilhelm Müllers und Franz Schuberts ""Die Winterreise""","From the ""Village"" in the ""Stormy Morning"": about two songs from Wilhelm Müller and Franz Schubert's ""The Winter Journey"""
1210425661,Politische Ökologie am Riedberger Horn,Political Ecology at the Riedberger Horn
1210426269,Werte-Bildung auf dem Erlebnisort Bauernhof,Value-Formation on the Experience Location Farm
1210426285,"""Nur wer sich ändert, bleibt sich treu"" (Wolf Biermann): warum der Religionsunterricht nicht so bleiben kann, wie er ist","""Only those who change, remain true"" (Wolf Biermann): why religious education cannot remain as it is"
1210445972,Integration ohne Ende. Kritische Stichworte zum monothematischen Habitus der Migrationsdebatte in Deutschland,Infinite Integration. Critical Keywords for the Monochromatic Habitus of the Migration Debate in Germany
1210484803,"""Datenqualität zu sichern, ist kein Spaziergang""","""Ensuring data quality is not a walk in the park"""
1210590646,Soziale Lebenslagen und die Sorge über den Klimawandel Befunde aus repräsentativen Bevölkerungsumfragen in 2017 und 2019,Social living conditions and concern about climate change: Findings from representative population surveys in 2017 and 2019
1210596547,Konfessionskunde Die Christlichen Kirchen und Sekten heute,Christianity and Sects Today
1210633795,Re-Konstruktion von Grenzen — Die Bedeutung kartographischer Visualisierungen in der Neuordnung kirchlicher Verwaltungseinheiten,Reconstruction of Borders — The Significance of Cartographic Visualizations in the Reorganization of Church Administrative Units
1210643979,"Bodenbildung in der Binnenwirtschaft, Kollaps des Welthandels","Ground formation in the domestic economy, collapse of world trade"
1210644142,Identifizierungs- und Bildungsstudien zur Entschlüsselung des Aromas von glutenfreiem Reisbrot,Identification and education studies to decipher the aroma of gluten-free rice bread
1210647826,Angewandte Sportökonomie des 21. Jahrhunderts Wesentliche Aspekte des Sportmanagements aus Expertensicht,Applied Sports Economics of the 21st Century Key Aspects of Sports Management from an Expert's Perspective
1210652838,Was erfahrene Führungskräfte wissen sollten Überraschende Denkfehler im Management und wie Sie sie vermeiden,What experienced leaders should know A surprising cognitive bias in management and how to avoid it
1210664410,Agil in der ISO 9001 Wie Sie agile Prozesse in Ihr Qualitätsmanagement integrieren,Agile in ISO 9001: How to integrate agile processes into your quality management
1210690705,Einfluss der Koordination auf das Lernen einer großmotorischen Aufgabe,The influence of coordination on learning a gross motor task
1210690829,Klima und Sport? Klima und Sport!,Climate and sports.
1210692074,Quantenmechanik Einführung in die mathematische Formulierung,Introduction to quantum mechanics: Mathematical formulation
1210694549,Professionelle Entscheidungen im Sportunterricht Eine empirische Untersuchung zum fachdidaktischen Wissen von Lehrpersonen,Professional Decisions in Physical Education: An Empirical Study of Subject-Specific Knowledge Among Teachers.
1210705494,Mobilitätskonzept eines Straßenroboters,Mobility concept of a street robot
1210729342,Ergebnisse der palliativen Strahlentherapie von Hirnmetastasen und Aussagekraft von Prognose-Scores,Results of palliative radiation therapy for brain metastases and the reliability of prognostic scores
1210729415,"Sozialgeschichtliche Methodenprobleme Deutschland 1870 - 1933, eine Gesellschaft sozialer Klassen?","Social history method problems Germany 1870 - 1933, a society of social classes?"
1210729571,Die @Histon-H4K20-Methyltransferase Kmt5 des Maispathogens Colletotrichum graminicola ist ein Virulenzfaktor und steuert die Genexpression in vegetativen Hyphen,The H4K20 methyltransferase Kmt5 of the maize pathogen Colletotrichum graminicola is a virulence factor and regulates gene expression in vegetative hyphae.
1210730170,Einfluss ionischer Flüssigkeiten auf die Faltung und Aggregation des grün fluoreszierenden Proteins,The influence of ionic liquids on the folding and aggregation of green fluorescent protein
1210742667,Nikolaus Müller - der Gründer des Melanchthonhauses Bretten,Nikolaus Müller - the founder of the Melanchthon House in Bretten
1210779196,Wer sind wir? Eine Analyse der Autor*innen der Friedens- und Konfliktforschung,Who are we? An analysis of the authors of peace and conflict research
1210821621,Friedrich Wilhelm I. Die vielen Gesichter des Soldatenkönigs,Friedrich Wilhelm I. The Many Faces of the Soldier King
1210827387,Schilddrüsenknoten: Wann und wie weiter abklären?,When and how to further clarify thyroid nodules?
1210947420,Virus-Pandemie stürzt Weltwirtschaft in tiefe Rezession Prognose der wirtschaftlichen Entwicklung 2020/2021,The COVID-19 pandemic plunges the global economy into a deep recession. Prognosis of economic development for 2020/2021.
1210952408,Entgrenzung und Zusammenarbeit – die Notwendigkeit von Kooperationen im Lernraum,Boundaries and cooperation – the necessity of partnerships in the learning space
1211094677,Ergüsse in Thorax und Abdomen bei der Katze,Tumour in the chest and abdomen of the cat
1211094758,Die @GOT: Vom lahmen Schlachtross zum beflügelten Pegasus?,The @GOT: From the lame warhorse to the winged Pegasus?
1211095711,Regularien und gesetzliche Bestimmungen bei klinischen   Studien mit Medizinprodukten,Guidelines and legal requirements for clinical studies with medical devices
1211099032,Allgemeinanästhesie: Gutes Temperaturmanagement schützt das Herz,General anesthesia: Good temperature management protects the heart
1211168131,Überlegungen zu Bio- und Bodyhacking,Considerations on Bio- and Bodyhacking
1211171639,Verhältnis­mäßigkeit mit der Holz­hammer­methode Ausgangsbeschränkungen in Bayern,Proportionality with the wood hammer method. Starting conditions in Bavaria
1211172759,Nichtbewußtsein über die affektiv-digitale Transformation eines humanen Kernbereichs : ein erster Entwurf,Unawareness of the affective-digital transformation of a human core area: a first draft
1211172821,Ähnlichkeit der Computer in der Kunstgeschichte : das LSD des 21. Jahrhunderts,The similarity of computers in the history of art: the LSD of the 21st century
1211178587,Argumentative Schreibkompetenzen für das fremdsprachliche Schreiben entwickeln und fördern eine prozessorientierte Schreibintervention,Developing and promoting argumentative writing skills for foreign language writing through a process-oriented writing intervention
1211238393,"Weird Sociotechnical Systems Wie Menschen, Maschinen und Organisationen angegriffen werden, um die Sicherheit der soziotechnischen Systeme zu kompromitieren, in die sie eingebettet sind","Weird Sociotechnical Systems How humans, machines, and organizations are targeted to compromise the security of the sociotechnical systems they are embedded in"
1211265528,"Zur Sache, Experten! Sachbuch schreiben und vermarkten Eine 10-Schritte-Anleitung","On the matter, experts! A 10-step guide to writing and marketing a non-fiction book"
121128039X,Storytelling im Vertrieb Eine Schritt-für-Schritt-Blaupause für gewinnende B2B-Verkaufs-Gespräche,Storytelling in Sales: A Step-by-Step Guide to Winning B2B Sales Conversations
1211290204,Internationaler Wettbewerb europäischer Profifußballligen Ökonomisch-rechtliche Analyse der Wettbewerbskonzentration und Ligenstrukturen,International Competition of European Professional Football Leagues Economic-Legal Analysis of Concentration and League Structures
1211293157,Thermodynamische Potenziale und Zustandssumme Ein Überblick über die Definitionen in der Thermodynamik,Thermodynamic Potentials and Partition Function A Overview of Definitions in Thermodynamics
1211314707,Abenteuer Schreibreise - Klasse 3-4 Etappe für Etappe zur einzigartigen Erlebniserzähl ung - mit Ereigniskarten und Schreiblandkarten,Adventure Writing Journey - Class 3-4 Stage-by-Stage for the Unique Experience Storytelling - with Event Cards and Writing Land Maps
1211320871,Zeichenhorizonte Semiotische Strukturen in Husserls Phänomenologie der Wahrnehmung,Semiotic Structures in Husserl's Phenomenology of Perception
1211324222,Kooperationen zwischen Großunternehmen und Nonprofit-Organisationen im Sport Eine sozialwissenschaftliche Studie,Collaborations between large corporations and non-profit organizations in sports A social science study
1211327523,Quantentunneln der Magnetisierung in Eisen-dotiertem Lithiumnitrid,Quantum tunneling of magnetization in iron-doped lithium nitride
1211327647,Melker Reform und Buchdruck: zur Druckerei im Augsburger Benediktinerkloster St. Ulrich und Afra,Melker Printing and Bookbinding: The Printing Press in the Benedictine Monastery of St. Ulrich and Afra in Augsburg
1211392562,Die @Bedeutung von Aquaporin interagierenden Proteinen für die Zelltodregulation bei Pflanzen und Tieren,The meaning of aquaporin-interacting proteins for cell death regulation in plants and animals
1211396924,Der @Zweite Weltkrieg und Wietzendorf,The Second World War and Wietzendorf
1211422445,"""Emotional landscapes"" Die Musikvideos von Michel Gondry und Björk","""Emotional landscapes"" The music videos of Michel Gondry and Björk"
121146525X,Penetrierende Kniegelenkverletzung Arthroskopische Therapie nach Verletzung mit einem Druckluftklammergerät,Penetrating knee joint injury Arthroscopic therapy after injury with a pressure air clamp device
1211481042,Next Generation Digital Transformation 50 Prinzipien für erfolgreichen Unternehmenswandel im Zeitalter der Künstlichen Intelligenz,Next Generation Digital Transformation: 50 Principles for Successful Corporate Change in the Age of Artificial Intelligence
1211699145,Ernährung unter erhöhter physischer und mentaler Belastung,Nutrition under increased physical and mental stress
1211734609,E=mc² – Albert Einstein (14.03.1879–18.04.1955),E=mc² – Albert Einstein (14.03.1879–18.04.1955)
1211736334,Griffbereit – Physiotherapie bei Rhizarthrose,Ready – Physiotherapy for Rheumatoid Arthritis
1211737985,Canine Neurodynamik–Untersuchung und Behandlung,Canine Neurodynamics – Examination and Treatment
1211791483,Die @musikpädagogische Ausbildung an Fachakademien für Sozialpädagogik,The @music pedagogical training at vocational academies for social pedagogy
1211791971,Reformationserinnerung - alternativ und andragogisch,Reformation Remembrance - Alternative and Andragogical
1211793745,3. Ranking Politische Bildung. Politische Bildung an allgemeinbildenden Schulen der Sekundarstufe I im Bundesländervergleich 2019,3. Ranking Political Education. Political education in secondary schools in the first phase of secondary education in the federal states in 2019
1211796515,"Prozesse der Angebotsentwicklung in der wissenschaftlichen Weiterbildung. Handreichung der wissenschaftlichen Begleitung des Bund-Länder-Wettbewerbs ""Aufstieg durch Bildung: offene Hochschulen""","Processes of offer development in scientific further education. Handbook for scientific support of the federal-state competition ""Ascent through education: open universities"""
1211836649,Lebensmittelchemie 2012,Food Chemistry 2012
121197409X,Prostatakrebsscreening mittels PSA-Test,Prostate cancer screening using the PSA test
